"Player","Start","End","Matches","Innings","Balls","Runs","Wickets","Average","Economy","StrikeRate","BestBowlingInnings","FourWickets","FiveWickets"
"SF Dukanwala ",1996,1996,5,4,198,153,6,25.5,4.63636363636364,33,"5/29",0,1
"Fahad Alhashmi ",2008,2015,5,5,224,202,6,33.6666666666667,5.41071428571429,37.3333333333333,"2/39",0,0
"KHRK Fernando ",2002,2006,7,7,234,159,6,26.5,4.07692307692308,39,"3/12",0,0
"SC Getkate ",2019,2019,3,3,162,120,6,20,4.44444444444444,27,"2/30",0,0
"JOA Gordon ",2012,2014,5,5,204,191,6,31.8333333333333,5.61764705882353,34,"3/26",0,0
"MD Gunathilaka ",2015,2019,38,18,306,296,6,49.3333333333333,5.80392156862745,51,"3/48",0,0
"RO Hinds ",2001,2004,14,12,407,350,6,58.3333333333333,5.15970515970516,67.8333333333333,"2/19",0,0
"Imran Farhat ",2001,2013,58,8,116,110,6,18.3333333333333,5.68965517241379,19.3333333333333,"3/10",0,0
"MMA Jonkman ",2007,2010,4,4,136,113,6,18.8333333333333,4.98529411764706,22.6666666666667,"3/22",0,0
"Karim Sadiq ",2009,2016,24,12,320,201,6,33.5,3.76875,53.3333333333333,"2/10",0,0
"J Kila ",2018,2019,6,6,199,135,6,22.5,4.07035175879397,33.1666666666667,"3/27",0,0
"PN Kirsten ",1991,1994,40,8,183,152,6,25.3333333333333,4.98360655737705,30.5,"3/31",0,0
"BP Loots ",2010,2011,7,7,280,287,6,47.8333333333333,6.15,46.6666666666667,"3/16",0,0
"PE McEwan ",1980,1985,17,10,420,353,6,58.8333333333333,5.04285714285714,70,"2/29",0,0
"SCG MacGill ",2000,2000,3,3,180,105,6,17.5,3.5,30,"4/19",1,0
"KP Meiyappan ",2019,2020,4,4,186,128,6,21.3333333333333,4.12903225806452,31,"4/37",1,0
"KO Meth ",2006,2012,11,9,406,419,6,69.8333333333333,6.19211822660098,67.6666666666667,"2/52",0,0
"PL Mommsen ",2010,2017,44,6,132,130,6,21.6666666666667,5.90909090909091,22,"3/26",0,0
"CT Mumba ",2016,2020,5,5,218,245,6,40.8333333333333,6.74311926605505,36.3333333333333,"3/69",0,0
"Naveen-ul-Haq ",2016,2019,4,4,212,201,6,33.5,5.68867924528302,35.3333333333333,"3/60",0,0
"EO Odumbe ",1996,1996,8,7,137,137,6,22.8333333333333,6,22.8333333333333,"2/8",0,0
"TK Patel ",2019,2020,7,6,234,150,6,25,3.84615384615385,39,"2/25",0,0
"MJR Rindel ",1994,1999,22,12,270,242,6,40.3333333333333,5.37777777777778,45,"2/15",0,0
"GK Robertson ",1981,1989,10,10,498,321,6,53.5,3.86746987951807,83,"2/29",0,0
"BG Rogers ",2002,2005,15,9,324,321,6,53.5,5.94444444444444,54,"2/55",0,0
"Saeed Anwar ",1989,2003,247,13,242,191,6,31.8333333333333,4.73553719008264,40.3333333333333,"2/9",0,0
"Saiful Islam ",1990,1997,7,7,303,256,6,42.6666666666667,5.06930693069307,50.5,"4/36",1,0
"R Sharma ",2011,2012,4,4,206,177,6,29.5,5.15533980582524,34.3333333333333,"3/43",0,0
"CEW Silverwood ",1996,2001,7,7,306,244,6,40.6666666666667,4.7843137254902,51,"3/43",0,0
"NMK Smith ",1996,1996,7,6,261,190,6,31.6666666666667,4.36781609195402,43.5,"3/29",0,0
"G Snyman ",2003,2003,5,5,288,281,6,46.8333333333333,5.85416666666667,48,"3/69",0,0
"JH Stander ",2009,2012,5,4,150,166,6,27.6666666666667,6.64,25,"2/25",0,0
"DA Stirling ",1984,1984,6,6,246,207,6,34.5,5.04878048780488,41,"2/29",0,0
"Talha Jubair ",2002,2003,6,6,204,255,6,42.5,7.5,34,"4/65",1,0
"HP Tillakaratne ",1986,2003,200,15,180,141,6,23.5,4.7,30,"1/3",0,0
"AC Voges ",2007,2013,31,15,301,276,6,46,5.50166112956811,50.1666666666667,"1/3",0,0
"KPJ Warnaweera ",1990,1993,6,6,294,200,6,33.3333333333333,4.08163265306122,49,"2/24",0,0
"K Weeraratne ",2000,2008,15,14,480,385,6,64.1666666666667,4.8125,80,"3/46",0,0
"Jai P Yadav ",2002,2005,12,10,396,326,6,54.3333333333333,4.93939393939394,66,"2/32",0,0
"Zahid Shah ",2008,2008,2,2,120,98,6,16.3333333333333,4.9,20,"3/49",0,0
"NP Kenjige ",2019,2020,5,5,170,144,5,28.8,5.08235294117647,34,"2/15",0,0
"Abu Jayed ",2019,2019,2,2,108,114,5,22.8,6.33333333333333,21.6,"5/58",0,1
"Asif Masood ",1973,1976,7,7,402,234,5,46.8,3.49253731343284,80.4,"2/9",0,0
"ST Banerjee ",1991,1992,6,6,240,202,5,40.4,5.05,48,"3/30",0,0
"GJ Batty ",2002,2009,10,9,440,366,5,73.2,4.99090909090909,88,"2/40",0,0
"A Bhandari ",2000,2004,2,2,106,106,5,21.2,6,21.2,"3/31",0,0
"Bilal Asif ",2015,2015,3,3,132,96,5,19.2,4.36363636363636,26.4,"5/25",0,1
"G Boycott ",1971,1981,36,6,168,105,5,21,3.75,33.6,"2/14",0,0
"D Brown ",2001,2002,3,3,150,124,5,24.8,4.96,30,"3/21",0,0
"MG Burmester ",1992,1995,8,7,209,213,5,42.6,6.11483253588517,41.8,"3/36",0,0
"IW Callen ",1978,1982,5,4,180,148,5,29.6,4.93333333333333,36,"3/24",0,0
"J Cameron-Dow ",2019,2019,4,4,186,151,5,30.2,4.87096774193548,37.2,"3/32",0,0
"TK Canning ",2003,2005,4,4,204,203,5,40.6,5.97058823529412,40.8,"2/30",0,0
"NM Carter ",2013,2013,3,3,175,132,5,26.4,4.52571428571429,35,"3/27",0,0
"NGB Cook ",1984,1989,3,3,144,95,5,19,3.95833333333333,28.8,"2/18",0,0
"DJ Cullinan ",1993,2000,138,9,174,124,5,24.8,4.27586206896552,34.8,"2/30",0,0
"BCJ Cutting ",2013,2014,4,4,216,158,5,31.6,4.38888888888889,43.2,"3/45",0,0
"PC de Silva ",2014,2017,7,7,316,256,5,51.2,4.86075949367089,63.2,"2/29",0,0
"NR Dyer ",1999,1999,5,3,156,117,5,23.4,4.5,31.2,"2/26",0,0
"Elias Sunny ",2011,2012,4,4,204,161,5,32.2,4.73529411764706,40.8,"2/21",0,0
"GM Ewing ",2004,2005,7,7,312,236,5,47.2,4.53846153846154,62.4,"3/31",0,0
"Fareed Ahmad ",2014,2017,5,4,150,143,5,28.6,5.72,30,"3/65",0,0
"Fawad Alam ",2007,2015,38,13,398,377,5,75.4,5.68341708542714,79.6,"1/8",0,0
"MVT Fernando ",2017,2019,8,8,297,337,5,67.4,6.80808080808081,59.4,"1/35",0,0
"WT Gavera ",2014,2017,4,4,192,160,5,32,5,38.4,"3/49",0,0
"Gholam Nousher ",1986,1990,9,9,408,314,5,62.8,4.61764705882353,81.6,"1/27",0,0
"RC Haynes ",1989,1991,8,7,270,224,5,44.8,4.97777777777778,54,"2/36",0,0
"TJ Heggelman ",2010,2011,5,3,102,86,5,17.2,5.05882352941176,20.4,"3/29",0,0
"BE Hendricks ",2019,2020,7,5,234,211,5,42.2,5.41025641025641,46.8,"3/59",0,0
"RO Hurley ",2003,2004,9,7,378,313,5,62.6,4.96825396825397,75.6,"1/25",0,0
"Ijaz Ahmed ",1986,2000,250,28,637,476,5,95.2,4.48351648351648,127.4,"2/31",0,0
"Jasdeep Singh ",2019,2019,4,4,114,104,5,20.8,5.47368421052632,22.8,"4/51",1,0
"Jay Odedra ",2019,2020,3,3,138,101,5,20.2,4.39130434782609,27.6,"4/34",1,0
"S Jeganathan ",1983,1988,5,5,276,208,5,41.6,4.52173913043478,55.2,"2/45",0,0
"D Joseph ",2003,2003,4,4,186,170,5,34,5.48387096774194,37.2,"2/42",0,0
"RJ Kennedy ",1996,1996,7,7,312,283,5,56.6,5.44230769230769,62.4,"2/36",0,0
"SC Kuggeleijn ",2017,2017,2,2,84,58,5,11.6,4.14285714285714,16.8,"3/41",0,0
"JB Little ",2019,2019,4,4,216,262,5,52.4,7.27777777777778,43.2,"4/45",1,0
"SW Lubbers ",1996,1996,4,4,216,187,5,37.4,5.19444444444444,43.2,"3/48",0,0
"MAWR Madurasinghe ",1988,1992,12,11,480,358,5,71.6,4.475,96,"1/11",0,0
"Manzoor Akhtar ",1997,1998,7,6,199,184,5,36.8,5.54773869346734,39.8,"4/50",1,0
"Mohammad Hasnain ",2019,2019,5,5,246,303,5,60.6,7.39024390243902,49.2,"2/52",0,0
"Mohammad Khalil ",2005,2005,3,3,144,144,5,28.8,6,28.8,"2/55",0,0
"HJC Mol ",2002,2008,11,7,182,149,5,29.8,4.91208791208791,36.4,"2/17",0,0
"J Mulder ",2017,2017,4,4,186,155,5,31,5,37.2,"3/57",0,0
"Nadeem Ghauri ",1990,1990,6,6,342,230,5,46,4.03508771929825,68.4,"2/51",0,0
"Naseer Malik ",1975,1975,3,3,180,98,5,19.6,3.26666666666667,36,"2/37",0,0
"BP Nash ",2008,2009,9,6,294,224,5,44.8,4.57142857142857,58.8,"3/56",0,0
"Nazmul Islam ",2018,2018,5,5,264,224,5,44.8,5.09090909090909,52.8,"2/38",0,0
"TS Nethula ",2012,2012,5,5,264,249,5,49.8,5.65909090909091,52.8,"2/41",0,0
"LN Oluoch ",2011,2011,2,2,96,79,5,15.8,4.9375,19.2,"3/41",0,0
"ARM Opatha ",1975,1979,5,5,253,180,5,36,4.26877470355731,50.6,"3/31",0,0
"SMA Priyanjan ",2013,2015,23,14,265,233,5,46.6,5.27547169811321,53,"2/11",0,0
"Qaiser Ali ",2006,2008,17,6,182,132,5,26.4,4.35164835164835,36.4,"3/28",0,0
"DB Rundle ",1994,1994,2,2,96,95,5,19,5.9375,19.2,"4/42",1,0
"NA Saini ",2019,2020,5,5,288,301,5,60.2,6.27083333333333,57.6,"2/58",0,0
"Saleem Altaf ",1973,1978,6,6,285,151,5,30.2,3.17894736842105,57,"2/7",0,0
"IDK Salisbury ",1993,1994,4,4,186,177,5,35.4,5.70967741935484,37.2,"3/41",0,0
"TAP Sekhar ",1983,1985,4,4,156,128,5,25.6,4.92307692307692,31.2,"3/23",0,0
"RS Sodhi ",2000,2002,18,14,462,365,5,73,4.74025974025974,92.4,"2/31",0,0
"RD Steede ",2006,2008,8,8,312,257,5,51.4,4.94230769230769,62.4,"1/21",0,0
"Sunzamul Islam ",2017,2018,3,3,150,79,5,15.8,3.16,30,"2/22",0,0
"Tanveer Ahmed ",2016,2018,6,6,229,208,5,41.6,5.44978165938865,45.8,"2/49",0,0
"MK Tiwary ",2008,2015,12,6,132,150,5,30,6.81818181818182,26.4,"4/61",1,0
"GC Tonge ",2009,2009,5,5,300,224,5,44.8,4.48,60,"4/25",1,0
"S Venkataraghavan ",1974,1983,15,14,868,542,5,108.4,3.74654377880184,173.6,"2/34",0,0
"T Yohannan ",2002,2002,3,3,120,122,5,24.4,6.1,24,"3/33",0,0
"Sultan Zarawani ",1994,1996,7,7,264,257,5,51.4,5.84090909090909,52.8,"2/49",0,0
"Aamer Hanif ",1993,1995,5,4,130,122,4,30.5,5.63076923076923,32.5,"3/36",0,0
"Afzaal Haider ",2004,2008,4,4,180,227,4,56.75,7.56666666666667,45,"1/31",0,0
"FA Allen ",2018,2020,14,12,396,397,4,99.25,6.01515151515152,99,"2/40",0,0
"J Angel ",1994,1995,3,3,162,113,4,28.25,4.18518518518519,40.5,"2/47",0,0
"Ashfaq Ahmed ",2018,2019,16,7,223,185,4,46.25,4.97757847533632,55.75,"2/55",0,0
"Asim Butt ",1999,1999,5,5,222,148,4,37,4,55.5,"2/24",0,0
"Azhar Ali ",2011,2018,53,14,258,260,4,65,6.04651162790698,64.5,"2/26",0,0
"Azhar Hossain ",1988,1990,7,7,263,209,4,52.25,4.7680608365019,65.75,"1/20",0,0
"GR Beard ",1981,1981,2,2,112,70,4,17.5,3.75,28,"2/20",0,0
"DM Benkenstein ",1998,2002,23,4,65,44,4,11,4.06153846153846,16.25,"3/5",0,0
"MJ Bennett ",1984,1985,8,8,408,275,4,68.75,4.04411764705882,102,"2/27",0,0
"JL Carter ",2015,2019,33,12,136,160,4,40,7.05882352941176,34,"2/14",0,0
"NA David ",1997,1997,4,4,192,133,4,33.25,4.15625,48,"3/21",0,0
"AP Devcich ",2013,2016,12,11,324,291,4,72.75,5.38888888888889,81,"2/33",0,0
"R Dravid ",1996,2011,344,8,186,170,4,42.5,5.48387096774194,46.5,"2/43",0,0
"CJ Drum ",1999,1999,5,5,216,261,4,65.25,7.25,54,"2/31",0,0
"Ehsan Adil ",2013,2015,6,6,225,223,4,55.75,5.94666666666667,56.25,"1/31",0,0
"AJ Finch ",2013,2020,126,21,284,259,4,64.75,5.47183098591549,71,"1/2",0,0
"N Gifford ",1985,1985,2,2,120,50,4,12.5,2.5,30,"4/23",1,0
"MW Goodwin ",1998,2000,71,15,248,210,4,52.5,5.08064516129032,62,"1/12",0,0
"MJ Guptill ",2009,2020,183,11,109,98,4,24.5,5.39449541284404,27.25,"2/6",0,0
"R Illingworth ",1971,1973,3,2,130,84,4,21,3.87692307692308,32.5,"3/50",0,0
"Ilyas Gull ",2004,2004,2,2,114,113,4,28.25,5.94736842105263,28.5,"3/46",0,0
"Intikhab Alam ",1973,1976,4,4,158,118,4,29.5,4.48101265822785,39.5,"2/36",0,0
"MM Iqbal ",2009,2014,13,8,270,270,4,67.5,6,67.5,"2/35",0,0
"KCB Jeremy ",2000,2001,6,5,192,163,4,40.75,5.09375,48,"2/42",0,0
"AH Jones ",1987,1995,87,11,306,216,4,54,4.23529411764706,76.5,"2/42",0,0
"Jubair Hossain ",2014,2015,3,3,114,114,4,28.5,6,28.5,"2/41",0,0
"Junaid Siddiqui ",2011,2014,9,9,400,302,4,75.5,4.53,100,"1/20",0,0
"Kaleemullah ",2019,2020,9,9,342,240,4,60,4.21052631578947,85.5,"2/22",0,0
"K Kamyuka ",2013,2013,2,2,47,47,4,11.75,6,11.75,"4/38",1,0
"E Katchay ",2008,2009,5,5,174,143,4,35.75,4.93103448275862,43.5,"3/39",0,0
"V Kohli ",2008,2020,248,48,641,665,4,166.25,6.22464898595944,160.25,"1/15",0,0
"BC Lara ",1990,2007,299,5,49,61,4,15.25,7.46938775510204,12.25,"2/5",0,0
"B Laughlin ",2009,2009,5,5,224,219,4,54.75,5.86607142857143,56,"1/28",0,0
"DV Lawrence ",1991,1991,1,1,66,67,4,16.75,6.09090909090909,16.5,"4/67",1,0
"OC McCoy ",2018,2018,2,2,84,109,4,27.25,7.78571428571429,21,"2/38",0,0
"A McGrath ",2003,2004,14,7,228,175,4,43.75,4.60526315789474,57,"1/13",0,0
"LD Madushanka ",2017,2017,4,4,144,172,4,43,7.16666666666667,36,"2/70",0,0
"T Maruma ",2007,2019,21,9,225,230,4,57.5,6.13333333333333,56.25,"2/50",0,0
"Mehrab Hossain jnr ",2006,2009,18,10,253,214,4,53.5,5.07509881422925,63.25,"2/30",0,0
"JP Millmow ",1990,1990,5,5,270,232,4,58,5.15555555555556,67.5,"2/22",0,0
"Mohammad Talha ",2014,2014,3,3,122,146,4,36.5,7.18032786885246,30.5,"2/22",0,0
"Mosharraf Hossain ",2008,2016,5,5,198,147,4,36.75,4.45454545454545,49.5,"3/24",0,0
"AMN Munasinghe ",1994,1996,5,5,217,146,4,36.5,4.036866359447,54.25,"3/30",0,0
"Nizakat Khan ",2014,2018,20,6,145,119,4,29.75,4.92413793103448,36.25,"1/11",0,0
"G Onions ",2009,2009,4,4,204,185,4,46.25,5.44117647058824,51,"2/58",0,0
"SD Parry ",2014,2014,2,2,114,92,4,23,4.84210526315789,28.5,"3/32",0,0
"BJ Patel ",2001,2006,31,8,165,163,4,40.75,5.92727272727273,41.25,"2/20",0,0
"D Paterson ",2017,2019,4,4,209,217,4,54.25,6.22966507177033,52.25,"3/44",0,0
"MR Ramprakash ",1991,2001,18,5,132,108,4,27,4.90909090909091,33,"3/28",0,0
"B Regmi ",2018,2019,4,4,174,117,4,29.25,4.03448275862069,43.5,"2/49",0,0
"AM Salvi ",2003,2003,4,4,172,120,4,30,4.18604651162791,43,"2/15",0,0
"JA Samarasekera ",1994,1996,7,7,294,236,4,59,4.81632653061224,73.5,"1/17",0,0
"Shaiman Anwar ",2014,2019,40,7,117,134,4,33.5,6.87179487179487,29.25,"3/61",0,0
"V Shankar ",2019,2019,12,9,233,210,4,52.5,5.40772532188841,58.25,"2/15",0,0
"Sheikh Salahuddin ",1997,1997,6,6,246,249,4,62.25,6.07317073170732,61.5,"2/48",0,0
"R Shepherd ",2019,2020,5,5,230,174,4,43.5,4.53913043478261,57.5,"2/32",0,0
"ED Solkar ",1974,1976,7,6,252,169,4,42.25,4.02380952380952,63,"2/31",0,0
"BR Taylor ",1973,1973,2,2,114,62,4,15.5,3.26315789473684,28.5,"3/25",0,0
"DJ Terbrugge ",2000,2000,4,4,126,105,4,26.25,5,31.5,"4/20",1,0
"ME Trescothick ",2000,2006,123,13,232,219,4,54.75,5.66379310344828,58,"2/7",0,0
"AJ Tudor ",2002,2002,3,3,127,136,4,34,6.4251968503937,31.75,"2/30",0,0
"RG Twose ",1995,2001,87,11,272,235,4,58.75,5.18382352941176,68,"2/31",0,0
"PS Vaidya ",1995,1996,4,4,184,174,4,43.5,5.67391304347826,46,"2/41",0,0
"PA van Meekeren ",2013,2019,5,5,210,161,4,40.25,4.6,52.5,"2/30",0,0
"LP van Troost ",2002,2007,23,11,246,280,4,70,6.82926829268293,61.5,"2/29",0,0
"MDJ Walker ",2003,2003,3,3,132,119,4,29.75,5.40909090909091,33,"4/49",1,0
"KD Walters ",1971,1981,28,10,314,273,4,68.25,5.21656050955414,78.5,"2/24",0,0
"RJ Webb ",1983,1983,3,3,161,105,4,26.25,3.91304347826087,40.25,"2/28",0,0
"JW Wilson ",1993,2005,6,6,242,260,4,65,6.44628099173554,60.5,"2/21",0,0
"HN Ya France ",2019,2020,7,7,210,149,4,37.25,4.25714285714286,52.5,"2/31",0,0
"Yasir Arafat ",2000,2009,11,10,414,373,4,93.25,5.40579710144928,103.5,"1/28",0,0
"B Yograj Singh ",1980,1981,6,5,244,186,4,46.5,4.57377049180328,61,"2/44",0,0
"Zaheer Maqsood ",2015,2015,2,2,120,116,4,29,5.8,30,"2/56",0,0
"Zulfiqar Ali ",1975,1975,3,3,210,166,4,41.5,4.74285714285714,52.5,"3/63",0,0
"Zulfiqar Babar ",2014,2015,5,5,294,246,4,61.5,5.02040816326531,73.5,"2/52",0,0
"Aamer Malik ",1988,1994,24,5,120,86,3,28.6666666666667,4.3,40,"2/35",0,0
"JS Ababu ",1999,2006,9,8,288,255,3,85,5.3125,96,"1/26",0,0
"Abu Hider ",2018,2018,2,2,108,89,3,29.6666666666667,4.94444444444444,36,"2/50",0,0
"JP Agnew ",1985,1985,3,3,126,120,3,40,5.71428571428571,42,"3/38",0,0
"CR Amini ",2014,2014,2,2,108,79,3,26.3333333333333,4.38888888888889,36,"2/33",0,0
"HAG Anthony ",1995,1995,3,3,156,143,3,47.6666666666667,5.5,52,"2/47",0,0
"Asghar Afghan ",2009,2019,111,7,139,91,3,30.3333333333333,3.92805755395683,46.3333333333333,"1/1",0,0
"AM Bacher ",1997,2005,13,3,108,64,3,21.3333333333333,3.55555555555556,36,"2/36",0,0
"HK Badani ",2000,2004,40,9,183,149,3,49.6666666666667,4.88524590163934,61,"1/7",0,0
"PJ Bakker ",1996,1996,5,5,258,215,3,71.6666666666667,5,86,"2/51",0,0
"RL Bhudia ",2008,2009,5,5,180,151,3,50.3333333333333,5.03333333333333,60,"2/42",0,0
"Bhupinder Singh snr ",1994,1994,2,2,102,78,3,26,4.58823529411765,34,"3/34",0,0
"RJ Bright ",1974,1986,11,10,462,350,3,116.666666666667,4.54545454545455,154,"1/28",0,0
"AJ Burger ",2003,2003,6,5,96,104,3,34.6666666666667,6.5,32,"1/18",0,0
"DK Butler ",2005,2006,5,5,246,188,3,62.6666666666667,4.58536585365854,82,"1/25",0,0
"SJ Cameron ",2018,2018,2,2,109,123,3,41,6.77064220183486,36.3333333333333,"2/64",0,0
"PE Cantrell ",1996,1996,5,5,186,170,3,56.6666666666667,5.48387096774194,62,"1/18",0,0
"BS Chandrasekhar ",1976,1976,1,1,56,36,3,12,3.85714285714286,18.6666666666667,"3/36",0,0
"U Chatterjee ",1995,1995,3,3,161,117,3,39,4.36024844720497,53.6666666666667,"2/35",0,0
"WM Clark ",1978,1978,2,2,100,61,3,20.3333333333333,3.66,33.3333333333333,"2/39",0,0
"LA Dawson ",2016,2018,3,2,84,96,3,32,6.85714285714286,28,"2/70",0,0
"NA de Groot ",2003,2003,6,3,81,88,3,29.3333333333333,6.51851851851852,27,"2/45",0,0
"RL Dias ",1979,1987,58,6,56,70,3,23.3333333333333,7.5,18.6666666666667,"3/25",0,0
"BL D'Oliveira ",1971,1972,4,4,204,140,3,46.6666666666667,4.11764705882353,68,"1/19",0,0
"KG Duers ",1992,1992,6,6,300,256,3,85.3333333333333,5.12,100,"1/17",0,0
"Ehsanul Haque ",2002,2003,6,3,141,113,3,37.6666666666667,4.80851063829787,47,"2/34",0,0
"Fawad Ahmed ",2013,2013,3,3,144,145,3,48.3333333333333,6.04166666666667,48,"1/39",0,0
"Fayyaz Butt ",2019,2019,5,5,198,165,3,55,5,66,"2/28",0,0
"IS Gallage ",1999,2001,3,3,144,115,3,38.3333333333333,4.79166666666667,48,"2/42",0,0
"JC Gamage ",1995,1995,4,4,132,104,3,34.6666666666667,4.72727272727273,44,"2/17",0,0
"B Geeves ",2008,2009,2,2,90,78,3,26,5.2,30,"2/11",0,0
"RS Ghai ",1984,1986,6,6,275,260,3,86.6666666666667,5.67272727272727,91.6666666666667,"1/38",0,0
"AP Grayson ",2000,2001,2,2,90,60,3,20,4,30,"3/40",0,0
"Haafiz Shahid ",1988,1988,3,3,127,112,3,37.3333333333333,5.29133858267716,42.3333333333333,"2/56",0,0
"GM Hamilton ",1999,2010,38,6,220,160,3,53.3333333333333,4.36363636363636,73.3333333333333,"2/36",0,0
"PL Harris ",2008,2008,3,3,180,83,3,27.6666666666667,2.76666666666667,60,"2/30",0,0
"Hasti Gul ",2009,2009,2,2,114,73,3,24.3333333333333,3.84210526315789,38,"2/48",0,0
"KC Hodsoll ",2007,2008,3,3,102,100,3,33.3333333333333,5.88235294117647,34,"2/48",0,0
"CK Hooper ",2007,2010,5,5,169,181,3,60.3333333333333,6.42603550295858,56.3333333333333,"1/17",0,0
"GP Howarth ",1975,1985,70,7,90,68,3,22.6666666666667,4.53333333333333,30,"1/4",0,0
"Inzamam-ul-Haq ",1991,2007,378,6,58,64,3,21.3333333333333,6.62068965517241,19.3333333333333,"1/0",0,0
"Iqbal Sikander ",1992,1992,4,4,210,147,3,49,4.2,70,"1/30",0,0
"SD Jack ",1994,1995,2,2,108,86,3,28.6666666666667,4.77777777777778,36,"2/41",0,0
"KA Jamieson ",2020,2020,2,2,120,95,3,31.6666666666667,4.75,40,"2/42",0,0
"GSNFG Jayasuriya ",2015,2019,12,11,312,277,3,92.3333333333333,5.32692307692308,104,"1/15",0,0
"DM Jones ",1984,1994,164,8,106,81,3,27,4.58490566037736,35.3333333333333,"2/34",0,0
"Junaid Zia ",2003,2003,4,4,145,127,3,42.3333333333333,5.2551724137931,48.3333333333333,"3/21",0,0
"AI Kallicharran ",1973,1981,31,4,105,64,3,21.3333333333333,3.65714285714286,35,"2/10",0,0
"Kamran Hussain ",2008,2008,2,2,102,67,3,22.3333333333333,3.94117647058824,34,"2/32",0,0
"Khalid Khan ",2004,2004,2,2,108,93,3,31,5.16666666666667,36,"2/62",0,0
"BL Kotze ",2003,2003,5,5,258,276,3,92,6.41860465116279,86,"2/51",0,0
"BP Kruger ",2010,2011,5,5,184,131,3,43.6666666666667,4.27173913043478,61.3333333333333,"3/21",0,0
"DSK Madushanka ",2018,2018,1,1,37,26,3,8.66666666666667,4.21621621621622,12.3333333333333,"3/26",0,0
"AK Markram ",2017,2019,26,6,120,132,3,44,6.6,40,"2/18",0,0
"RAL Massie ",1972,1972,3,3,183,129,3,43,4.22950819672131,61,"2/35",0,0
"Mehmood Quaraishy ",1975,1975,3,2,108,94,3,31.3333333333333,5.22222222222222,36,"2/55",0,0
"JM Mennie ",2016,2016,2,2,120,131,3,43.6666666666667,6.55,40,"3/49",0,0
"PL Mhambrey ",1996,1998,3,3,126,120,3,40,5.71428571428571,42,"2/69",0,0
"A Mithun ",2010,2011,5,5,180,203,3,67.6666666666667,6.76666666666667,60,"2/32",0,0
"Mohammad Nazir ",1980,1984,4,4,222,156,3,52,4.21621621621622,74,"2/37",0,0
"GMC Mol ",2007,2008,6,6,162,111,3,37,4.11111111111111,54,"2/23",0,0
"N M'shangwe ",2011,2014,6,6,336,260,3,86.6666666666667,4.64285714285714,112,"2/50",0,0
"Najeeb Amar ",2004,2008,4,4,240,172,3,57.3333333333333,4.3,80,"2/40",0,0
"Nasir Aziz ",2014,2015,5,5,264,257,3,85.6666666666667,5.84090909090909,88,"1/50",0,0
"N Ncube ",2011,2011,1,1,53,69,3,23,7.81132075471698,17.6666666666667,"3/69",0,0
"RG Nijman ",2009,2009,1,1,49,31,3,10.3333333333333,3.79591836734694,16.3333333333333,"3/31",0,0
"D Olivier ",2019,2019,2,2,114,124,3,41.3333333333333,6.52631578947368,38,"2/73",0,0
"A Patel ",2003,2003,2,2,60,73,3,24.3333333333333,7.3,20,"3/41",0,0
"Pervez Mir ",1975,1977,3,3,122,77,3,25.6666666666667,3.78688524590164,40.6666666666667,"1/17",0,0
"RT Ponting ",1995,2012,375,5,150,104,3,34.6666666666667,4.16,50,"1/12",0,0
"GD Porter ",1979,1979,2,2,108,33,3,11,1.83333333333333,36,"2/13",0,0
"R Powell ",2016,2018,34,13,245,243,3,81,5.95102040816326,81.6666666666667,"1/7",0,0
"D Ramnarine ",1997,2001,4,4,200,164,3,54.6666666666667,4.92,66.6666666666667,"2/52",0,0
"SK Ranasinghe ",1986,1986,4,4,126,96,3,32,4.57142857142857,42,"1/28",0,0
"AT Rayudu ",2013,2019,55,9,121,124,3,41.3333333333333,6.14876033057851,40.3333333333333,"1/5",0,0
"Sabbir Rahman ",2014,2019,66,21,306,345,3,115,6.76470588235294,102,"1/12",0,0
"Saleem Raza ",1994,1996,6,6,192,179,3,59.6666666666667,5.59375,64,"1/17",0,0
"GS Sandhu ",2015,2015,2,2,120,107,3,35.6666666666667,5.35,40,"2/49",0,0
"Sarandeep Singh ",2002,2003,5,5,258,180,3,60,4.18604651162791,86,"2/34",0,0
"KF Semple ",1999,1999,7,4,132,121,3,40.3333333333333,5.5,44,"2/35",0,0
"Shahid Saeed ",1989,1993,10,7,222,159,3,53,4.2972972972973,74,"2/20",0,0
"L Siaka ",2014,2019,25,11,204,146,3,48.6666666666667,4.29411764705882,68,"2/33",0,0
"V Sibanda ",2003,2016,127,11,267,265,3,88.3333333333333,5.95505617977528,89,"1/12",0,0
"JT Smuts ",2020,2020,5,3,132,97,3,32.3333333333333,4.40909090909091,44,"2/42",0,0
"D Soraine ",2006,2012,4,3,113,94,3,31.3333333333333,4.99115044247788,37.6666666666667,"2/57",0,0
"KR Stackpole ",1971,1974,6,2,77,54,3,18,4.20779220779221,25.6666666666667,"3/40",0,0
"LW Stott ",1979,1979,1,1,72,48,3,16,4,24,"3/48",0,0
"GP Sulzberger ",2000,2000,3,3,132,102,3,34,4.63636363636364,44,"1/28",0,0
"MR Swart ",2011,2014,12,11,366,306,3,102,5.01639344262295,122,"1/21",0,0
"AR Tait ",1998,1999,5,5,120,88,3,29.3333333333333,4.4,40,"2/37",0,0
"HDRL Thirimanne ",2010,2019,127,4,104,94,3,31.3333333333333,5.42307692307692,34.6666666666667,"2/36",0,0
