"Player","Start","End","Matches","Innings","Balls","Runs","Wickets","Average","Economy","StrikeRate","BestBowlingInnings","FourWickets","FiveWickets"
"GS Chappell ",1971,1983,74,67,3108,2097,72,29.125,4.04826254826255,43.1666666666667,"5/15",0,2
"PL Symcox ",1993,1999,80,80,3991,2762,72,38.3611111111111,4.15234277123528,55.4305555555556,"4/28",1,0
"DBL Powell ",2002,2009,55,55,2850,2239,71,31.5352112676056,4.71368421052632,40.1408450704225,"4/27",2,0
"MJ Santner ",2015,2020,72,67,3259,2661,71,37.4788732394366,4.89904878797177,45.9014084507042,"5/50",0,1
"Sohail Tanvir ",2007,2014,62,60,2949,2566,71,36.1408450704225,5.22075279755849,41.5352112676056,"5/48",3,1
"SC Williams ",2005,2020,133,109,4176,3381,71,47.6197183098592,4.85775862068965,58.8169014084507,"4/43",1,0
"EA Brandes ",1987,1999,59,59,2828,2266,70,32.3714285714286,4.80763790664781,40.4,"5/28",1,2
"BM McMillan ",1991,1998,78,75,3623,2589,70,36.9857142857143,4.28760695556169,51.7571428571429,"4/32",1,0
"NN Odhiambo ",2006,2014,69,67,2808,2585,70,36.9285714285714,5.52350427350427,40.1142857142857,"4/61",1,0
"AD Russell ",2011,2019,56,55,2290,2229,70,31.8428571428571,5.84017467248908,32.7142857142857,"4/35",5,0
"Shafiul Islam ",2010,2020,60,60,2540,2529,70,36.1285714285714,5.9740157480315,36.2857142857143,"4/21",4,0
"BA Stokes ",2011,2019,95,80,2912,2920,70,41.7142857142857,6.01648351648352,41.6,"5/61",1,1
"AR Caddick ",1993,2003,54,53,2937,1965,69,28.4782608695652,4.01430030643514,42.5652173913044,"4/19",3,0
"JP Duminy ",2004,2019,199,135,3513,3143,69,45.5507246376812,5.36806148590948,50.9130434782609,"4/16",1,0
"LH Ferguson ",2016,2020,37,37,1956,1779,69,25.7826086956522,5.45705521472393,28.3478260869565,"5/45",2,1
"SB Joshi ",1996,2001,69,67,3386,2509,69,36.3623188405797,4.44595392793857,49.0724637681159,"5/6",1,1
"AL Phehlukwayo ",2016,2020,58,55,2299,2151,69,31.1739130434783,5.61374510656807,33.3188405797101,"4/22",3,0
"RP Singh ",2005,2011,58,57,2565,2343,69,33.9565217391304,5.48070175438597,37.1739130434783,"4/35",2,0
"RR Singh ",1989,2001,136,117,3734,2985,69,43.2608695652174,4.79646491697911,54.1159420289855,"5/22",0,2
"CPH Ramanayake ",1986,1995,62,62,2864,2049,68,30.1323529411765,4.29259776536313,42.1176470588235,"4/17",1,0
"HA Varaiya ",2006,2014,63,60,2951,2048,68,30.1176470588235,4.16401219925449,43.3970588235294,"4/25",2,0
"MA Ealham ",1996,2001,64,62,3227,2197,67,32.7910447761194,4.08490858382399,48.1641791044776,"5/15",1,2
"JR Hopes ",2005,2010,84,75,3157,2384,67,35.5820895522388,4.53088375039595,47.1194029850746,"5/14",0,1
"MS Kasprowicz ",1995,2005,43,42,2225,1674,67,24.9850746268657,4.51415730337079,33.2089552238806,"5/45",1,2
"Khaled Mahmud ",1998,2006,77,75,3385,2865,67,42.7611940298507,5.07828655834564,50.5223880597015,"4/19",1,0
"C Sharma ",1983,1994,65,63,2835,2336,67,34.865671641791,4.94391534391534,42.3134328358209,"3/22",0,0
"DT Johnston ",2006,2013,67,63,2930,2115,66,32.0454545454545,4.33105802047782,44.3939393939394,"5/14",1,1
"CC Lewis ",1990,1998,53,49,2625,1942,66,29.4242424242424,4.43885714285714,39.7727272727273,"4/30",4,0
"Maninder Singh ",1983,1993,59,57,3133,2066,66,31.3030303030303,3.95659112671561,47.469696969697,"4/22",1,0
"T Panyangara ",2004,2016,65,65,3242,3024,65,46.5230769230769,5.59654534238125,49.8769230769231,"3/28",0,0
"C White ",1994,2003,51,50,2364,1726,65,26.5538461538462,4.38071065989848,36.3692307692308,"5/21",1,1
"A Mishra ",2003,2016,36,34,1917,1511,64,23.609375,4.72926447574335,29.953125,"6/48",2,2
"DJ Nash ",1992,2002,81,78,3416,2622,64,40.96875,4.60538641686183,53.375,"4/38",1,0
"SM Sharif ",2011,2019,44,44,2129,1776,64,27.75,5.00516674495068,33.265625,"5/33",2,1
"AR Cusack ",2007,2015,59,52,1953,1510,63,23.968253968254,4.63901689708141,31,"5/20",1,1
"NM Hauritz ",2002,2011,58,56,2724,2152,63,34.1587301587302,4.74008810572687,43.2380952380952,"4/29",2,0
"NL McCullum ",2009,2015,84,81,3536,2956,63,46.9206349206349,5.0158371040724,56.1269841269841,"3/24",0,0
"Mujeeb Ur Rahman ",2017,2019,40,39,2153,1414,63,22.4444444444444,3.94054807245704,34.1746031746032,"5/50",2,1
"AD Mullally ",1996,2001,50,49,2699,1728,63,27.4285714285714,3.84142274916636,42.8412698412698,"4/18",2,0
"SLV Raju ",1990,1996,53,52,2770,2014,63,31.968253968254,4.36245487364621,43.968253968254,"4/46",2,0
"BA Reid ",1986,1992,61,61,3250,2203,63,34.968253968254,4.06707692307692,51.5873015873016,"5/53",0,1
"Sarfraz Nawaz ",1973,1984,45,45,2412,1463,63,23.2222222222222,3.63930348258706,38.2857142857143,"4/27",4,0
"DE Bollinger ",2009,2011,39,39,1942,1482,62,23.9032258064516,4.57878475798146,31.3225806451613,"5/35",3,2
"SW Tait ",2007,2011,35,34,1688,1461,62,23.5645161290323,5.19312796208531,27.2258064516129,"4/39",2,0
"DT Hondo ",2001,2005,56,56,2381,2171,61,35.5901639344262,5.47081058378832,39.0327868852459,"4/37",3,0
"JDS Neesham ",2013,2020,63,59,1967,2012,61,32.9836065573771,6.13726487036096,32.2459016393443,"5/31",2,1
"DR Smith ",2004,2015,105,73,2726,2285,61,37.4590163934426,5.02934702861335,44.6885245901639,"5/45",3,1
"Syed Rasel ",2005,2010,52,52,2657,2051,61,33.6229508196721,4.63153933007151,43.5573770491803,"4/22",1,0
"MA Wood ",2015,2019,51,50,2585,2385,61,39.0983606557377,5.5357833655706,42.3770491803279,"4/33",2,0
"CJ Anderson ",2013,2017,49,43,1485,1502,60,25.0333333333333,6.06868686868687,24.75,"5/63",2,1
"FH Edwards ",2003,2009,50,49,2138,1812,60,30.2,5.08512628624883,35.6333333333333,"6/22",0,2
"RM Haq ",2006,2015,54,51,2633,1975,60,32.9166666666667,4.50056969236612,43.8833333333333,"5/54",2,1
"JC Tredwell ",2010,2015,45,44,2104,1666,60,27.7666666666667,4.75095057034221,35.0666666666667,"4/41",3,0
"ALF de Mel ",1982,1987,57,57,2735,2237,59,37.9152542372881,4.90749542961609,46.3559322033898,"5/32",1,2
"NA Foster ",1984,1989,48,48,2627,1836,59,31.1186440677966,4.19337647506662,44.5254237288136,"3/20",0,0
"Gulbadin Naib ",2011,2019,65,60,2194,1968,59,33.3559322033898,5.38195077484047,37.1864406779661,"6/43",2,1
"Hamid Hassan ",2009,2019,38,37,1734,1330,59,22.5423728813559,4.60207612456747,29.3898305084746,"5/45",2,1
"Shadab Khan ",2017,2019,43,41,2088,1750,59,29.6610169491525,5.02873563218391,35.3898305084746,"4/28",3,0
"Sikandar Raza ",2013,2020,100,74,3008,2448,59,41.4915254237288,4.88297872340426,50.9830508474576,"3/21",0,0
"Tapash Baisya ",2002,2007,56,56,2608,2452,59,41.5593220338983,5.64110429447853,44.2033898305085,"4/16",2,0
"KM Jarvis ",2009,2019,49,49,2362,2088,58,36,5.30397967823878,40.7241379310345,"4/17",2,0
"HK Olonga ",1995,2003,50,49,2059,1977,58,34.0862068965517,5.76104905293832,35.5,"6/19",2,2
"GC Small ",1987,1992,53,53,2793,1942,58,33.4827586206897,4.171858216971,48.1551724137931,"4/31",1,0
"Mudassar Bukhari ",2007,2014,46,46,2036,1601,57,28.0877192982456,4.71807465618861,35.719298245614,"3/17",0,0
"MJ Clarke ",2003,2015,245,106,2585,2146,57,37.6491228070175,4.98104448742747,45.3508771929825,"5/35",1,1
"N Pradeep ",2012,2020,45,43,2119,2099,57,36.8245614035088,5.94336951392166,37.1754385964912,"4/31",2,0
"GRJ Matthews ",1984,1993,59,54,2808,2004,57,35.1578947368421,4.28205128205128,49.2631578947368,"3/27",0,0
"DS Mohanty ",1997,2001,45,44,1996,1662,57,29.1578947368421,4.99599198396794,35.0175438596491,"4/56",1,0
"T Mupariwa ",2004,2016,40,40,2019,1690,57,29.6491228070175,5.0222882615156,35.4210526315789,"4/39",3,0
"Arshad Khan ",1993,2006,58,56,2823,1948,56,34.7857142857143,4.14027630180659,50.4107142857143,"4/33",1,0
"R Telemachus ",1998,2006,37,37,1918,1565,56,27.9464285714286,4.89572471324296,34.25,"4/43",1,0
"XJ Doherty ",2010,2015,60,56,2792,2224,55,40.4363636363636,4.77936962750716,50.7636363636364,"4/28",3,0
"AF Giles ",1997,2005,62,57,2856,2069,55,37.6181818181818,4.34663865546218,51.9272727272727,"5/57",0,1
"BJ McCarthy ",2016,2020,30,30,1525,1483,55,26.9636363636364,5.83475409836066,27.7272727272727,"5/46",2,1
"Tauseef Ahmed ",1982,1990,70,67,3250,2247,55,40.8545454545455,4.14830769230769,59.0909090909091,"4/38",1,0
"RN ten Doeschate ",2006,2011,33,33,1580,1327,55,24.1272727272727,5.03924050632911,28.7272727272727,"4/31",3,0
"JR Thomson ",1975,1985,50,50,2696,1942,55,35.3090909090909,4.32195845697329,49.0181818181818,"4/67",1,0
"JV Coney ",1979,1987,88,70,2931,2039,54,37.7592592592593,4.17400204708291,54.2777777777778,"4/46",1,0
"HH Pandya ",2016,2019,54,53,2368,2195,54,40.6481481481481,5.56165540540541,43.8518518518519,"3/31",0,0
"AR Adams ",2001,2007,42,40,1885,1643,53,31,5.22970822281167,35.5660377358491,"5/22",2,1
"SR Clark ",2005,2009,39,38,1829,1477,53,27.8679245283019,4.84527063969382,34.5094339622642,"4/54",2,0
"Mohammad Naveed ",2014,2019,39,39,1938,1757,53,33.1509433962264,5.43962848297214,36.5660377358491,"5/28",0,1
"L Ngidi ",2018,2020,26,26,1230,1140,53,21.5094339622642,5.5609756097561,23.2075471698113,"6/58",2,1
"LS Pascoe ",1977,1982,29,28,1568,1066,53,20.1132075471698,4.07908163265306,29.5849056603774,"5/30",4,1
"KA Pollard ",2007,2020,113,77,2188,2105,53,39.7169811320755,5.77239488117002,41.2830188679245,"3/27",0,0
"SMSM Senanayake ",2012,2015,49,47,2358,1874,53,35.3584905660377,4.76844783715013,44.4905660377358,"4/13",1,0
"GI Allott ",1997,2000,31,31,1528,1207,52,23.2115384615385,4.73952879581152,29.3846153846154,"4/35",4,0
"NM Coulter-Nile ",2013,2019,32,32,1678,1555,52,29.9038461538462,5.56019070321812,32.2692307692308,"4/48",1,0
"KSC de Silva ",1996,2000,38,37,1619,1323,52,25.4423076923077,4.90302655960469,31.1346153846154,"3/18",0,0
"DS Lehmann ",1996,2005,117,62,1793,1445,52,27.7884615384615,4.83547127718907,34.4807692307692,"4/7",1,0
"TM Moody ",1987,1999,76,66,2797,2014,52,38.7307692307692,4.3203432248838,53.7884615384615,"3/25",0,0
"DJ Willey ",2015,2019,46,45,1971,1889,52,36.3269230769231,5.7503805175038,37.9038461538462,"4/34",2,0
"A Dananjaya ",2012,2019,36,34,1773,1506,51,29.5294117647059,5.09644670050761,34.7647058823529,"6/29",2,2
"VC Drakes ",1995,2004,34,34,1640,1293,51,25.3529411764706,4.73048780487805,32.156862745098,"5/33",3,2
"AM Blignaut ",1999,2010,54,53,2348,2063,50,41.26,5.27172061328791,46.96,"4/43",2,0
"GJ Maxwell ",2012,2019,110,86,2698,2525,50,50.5,5.61527057079318,53.96,"4/46",2,0
"JA Morkel ",2004,2012,58,52,2073,1899,50,37.98,5.49638205499276,41.46,"4/29",2,0
"PM Seelaar ",2006,2019,41,41,1901,1476,50,29.52,4.6586007364545,38.02,"4/15",1,0
"T Thushara ",2008,2010,38,38,1676,1393,50,27.86,4.98687350835322,33.52,"5/47",0,1
"SS Cottrell ",2015,2020,35,33,1608,1577,49,32.1836734693878,5.88432835820895,32.8163265306122,"5/46",2,1
"JH Davey ",2010,2019,31,29,1301,1082,49,22.0816326530612,4.99000768639508,26.5510204081633,"6/28",1,2
"CD McMillan ",1997,2007,197,74,1879,1717,49,35.0408163265306,5.48270356572645,38.3469387755102,"3/20",0,0
"AR Nurse ",2016,2019,54,49,2384,2125,49,43.3673469387755,5.34815436241611,48.6530612244898,"4/51",2,0
"JS Patel ",2005,2017,43,42,2014,1691,49,34.5102040816327,5.0377358490566,41.1020408163265,"3/11",0,0
"GR Dilley ",1979,1988,36,36,2043,1291,48,26.8958333333333,3.79148311306902,42.5625,"4/23",3,0
"AS Joseph ",2016,2020,28,27,1393,1372,48,28.5833333333333,5.90954773869347,29.0208333333333,"5/56",4,1
"JK Kamande ",1999,2011,86,71,2619,2169,48,45.1875,4.96907216494845,54.5625,"4/36",1,0
"S Lee ",1995,2001,45,43,1706,1245,48,25.9375,4.37866354044549,35.5416666666667,"5/33",1,1
"JF Mooney ",2006,2015,64,50,1797,1635,48,34.0625,5.45909849749583,37.4375,"4/27",2,0
"CH Morris ",2013,2019,42,40,1894,1756,48,36.5833333333333,5.56282998944034,39.4583333333333,"4/31",2,0
"ARC Fraser ",1989,1999,42,42,2392,1412,47,30.0425531914894,3.54180602006689,50.8936170212766,"4/22",1,0
"AR McBrine ",2014,2020,45,43,2207,1616,47,34.3829787234043,4.39329406434073,46.9574468085106,"3/38",0,0
"MR Marsh ",2011,2020,57,54,1835,1700,47,36.1702127659574,5.55858310626703,39.0425531914894,"5/33",1,1
"Shahadat Hossain ",2006,2013,51,50,2198,2143,47,45.5957446808511,5.84986351228389,46.7659574468085,"3/34",0,0
"M Amarnath ",1975,1989,85,64,2730,1971,46,42.8478260869565,4.33186813186813,59.3478260869565,"3/12",0,0
"PW Borren ",2006,2014,58,51,1979,1620,46,35.2173913043478,4.91157150075796,43.0217391304348,"4/32",1,0
"N Chopra ",1998,2000,39,37,1835,1286,46,27.9565217391304,4.20490463215259,39.8913043478261,"5/21",1,1
"AC Evans ",2009,2019,36,35,1678,1499,46,32.5869565217391,5.35995232419547,36.4782608695652,"4/41",2,0
"NAM McLean ",1996,2003,45,45,2120,1729,46,37.5869565217391,4.89339622641509,46.0869565217391,"3/21",0,0
"Mirwais Ashraf ",2009,2016,46,45,2009,1360,46,29.5652173913043,4.06172224987556,43.6739130434783,"4/35",1,0
"Mohammad Asif ",2005,2010,38,36,1941,1524,46,33.1304347826087,4.71097372488408,42.195652173913,"3/28",0,0
"SB O'Connor ",1997,2000,38,38,1487,1396,46,30.3478260869565,5.63281775386685,32.3260869565217,"5/39",1,2
"Samiullah Shinwari ",2009,2019,84,65,2111,1729,46,37.5869565217391,4.91425864519185,45.8913043478261,"4/31",1,0
"BC Strang ",1995,2001,49,48,2494,1718,46,37.3478260869565,4.13311948676824,54.2173913043478,"6/20",1,1
"MR Whitney ",1983,1993,38,38,2106,1249,46,27.1521739130435,3.55840455840456,45.7826086956522,"4/34",2,0
"RDB Croft ",1996,2001,50,49,2466,1743,45,38.7333333333333,4.24087591240876,54.8,"3/51",0,0
"CJ Jordan ",2013,2020,34,34,1618,1611,45,35.8,5.97404202719407,35.9555555555556,"5/29",0,1
"GF Labrooy ",1986,1992,44,44,2308,1876,45,41.6888888888889,4.87694974003466,51.2888888888889,"5/57",1,1
"NO Miller ",2008,2018,50,46,2125,1660,45,36.8888888888889,4.68705882352941,47.2222222222222,"4/43",2,0
"CM Old ",1973,1981,32,31,1755,999,45,22.2,3.41538461538462,39,"4/8",2,0
"H Osinde ",2006,2013,42,41,1692,1389,45,30.8666666666667,4.92553191489362,37.6,"4/26",2,0
"AR Patel ",2014,2017,38,35,1908,1409,45,31.3111111111111,4.43081761006289,42.4,"3/34",0,0
"DN Patel ",1987,1997,75,69,3251,2261,45,50.2444444444444,4.17286988618886,72.2444444444444,"3/22",0,0
"EC Rainsford ",2004,2010,39,39,1907,1401,45,31.1333333333333,4.40797063450446,42.3777777777778,"5/36",1,1
"Taskin Ahmed ",2014,2017,32,31,1413,1401,45,31.1333333333333,5.94904458598726,31.4,"5/28",2,1
"AR Whittall ",1996,2000,63,62,3085,2251,45,50.0222222222222,4.37795786061588,68.5555555555556,"3/23",0,0
"HS Baidwan ",2008,2014,32,32,1551,1348,44,30.6363636363636,5.2147001934236,35.25,"3/19",0,0
"SP Davis ",1986,1988,39,39,2016,1133,44,25.75,3.37202380952381,45.8181818181818,"3/10",0,0
"S Elworthy ",1998,2002,39,37,1702,1235,44,28.0681818181818,4.35370152761457,38.6818181818182,"3/17",0,0
"AH Gray ",1985,1991,25,24,1270,835,44,18.9772727272727,3.94488188976378,28.8636363636364,"6/50",2,1
"RJ Harris ",2009,2012,21,20,1031,832,44,18.9090909090909,4.84190106692532,23.4318181818182,"5/19",0,3
"VJ Marks ",1980,1988,34,32,1838,1135,44,25.7954545454545,3.70511425462459,41.7727272727273,"5/20",0,2
"Nazmul Hossain ",2004,2012,38,37,1649,1386,44,31.5,5.04305639781686,37.4772727272727,"4/40",1,0
"DR Pringle ",1982,1993,44,44,2379,1677,44,38.1136363636364,4.22950819672131,54.0681818181818,"4/42",1,0
"RP Snell ",1991,1996,42,42,2095,1574,44,35.7727272727273,4.50787589498807,47.6136363636364,"5/40",2,1
"DP Viljoen ",1997,2001,53,46,2075,1639,44,37.25,4.73927710843374,47.1590909090909,"3/20",0,0
"JC Adams ",1992,2001,127,56,1856,1499,43,34.8604651162791,4.84590517241379,43.1627906976744,"5/37",0,1
"CR Brathwaite ",2011,2019,44,40,1825,1766,43,41.0697674418605,5.80602739726027,42.4418604651163,"5/27",2,1
"Shapoor Zadran ",2009,2019,44,44,1983,1589,43,36.953488372093,4.80786686838124,46.1162790697674,"4/24",2,0
"IS Sodhi ",2015,2020,33,32,1620,1508,43,35.0697674418605,5.58518518518519,37.6744186046512,"4/58",1,0
"PR Stirling ",2008,2020,117,73,2392,1902,43,44.2325581395349,4.77090301003344,55.6279069767442,"6/55",1,1
"MA Suji ",1996,2006,64,64,2952,2190,43,50.9302325581395,4.45121951219512,68.6511627906977,"4/24",1,0
"KLT Arthurton ",1988,1999,105,44,1384,1159,42,27.5952380952381,5.02456647398844,32.9523809523809,"4/31",3,0
"AC Botha ",2006,2011,42,33,1560,1134,42,27,4.36153846153846,37.1428571428571,"4/19",2,0
"JW Hastings ",2010,2017,29,29,1486,1256,42,29.9047619047619,5.07133243606999,35.3809523809524,"6/45",1,1
"Imad Wasim ",2015,2019,53,51,2313,1865,42,44.4047619047619,4.8378728923476,55.0714285714286,"5/14",0,1
"SA Thomson ",1990,1996,56,51,2121,1602,42,38.1428571428571,4.53182461103253,50.5,"3/14",0,0
"Aftab Alam ",2010,2019,27,27,1257,1033,41,25.1951219512195,4.93078758949881,30.6585365853659,"4/25",1,0
"JAR Blain ",1999,2009,33,32,1329,1173,41,28.609756097561,5.29571106094808,32.4146341463415,"5/22",1,1
"DG Cork ",1992,2002,32,32,1772,1368,41,33.3658536585366,4.63205417607224,43.219512195122,"3/27",0,0
"CE Cuffy ",1994,2002,41,41,2153,1436,41,35.0243902439024,4.00185787273572,52.5121951219512,"4/24",1,0
"S Dhaniram ",2006,2010,44,41,1769,1240,41,30.2439024390244,4.20576596947428,43.1463414634146,"5/32",1,1
"SM Ervine ",2001,2004,42,40,1649,1561,41,38.0731707317073,5.67980594299576,40.219512195122,"3/29",0,0
"HA Gomes ",1978,1987,83,36,1345,1045,41,25.4878048780488,4.66171003717472,32.8048780487805,"4/31",2,0
"AF Milne ",2012,2017,40,39,1801,1581,41,38.5609756097561,5.2670738478623,43.9268292682927,"3/49",0,0
"VD Philander ",2007,2015,30,28,1279,986,41,24.0487804878049,4.62548866301798,31.1951219512195,"4/12",2,0
"Rohan Mustafa ",2014,2020,37,36,1724,1360,41,33.1707317073171,4.73317865429234,42.0487804878049,"5/25",1,1
"Amir Hamza ",2012,2017,31,31,1552,1016,40,25.4,3.92783505154639,38.8,"4/17",1,0
"RP Arnold ",1997,2007,180,84,2157,1739,40,43.475,4.83727399165508,53.925,"3/47",0,0
"RS Bopara ",2007,2015,120,74,1860,1523,40,38.075,4.91290322580645,46.5,"4/38",1,0
"Mehidy Hasan Miraz ",2017,2020,41,40,2095,1625,40,40.625,4.65393794749403,52.375,"4/29",1,0
"Saleem Jaffar ",1986,1990,39,39,1900,1382,40,34.55,4.36421052631579,47.5,"3/25",0,0
"Shaheen Shah Afridi ",2018,2019,19,18,924,847,40,21.175,5.5,23.1,"6/35",4,1
"SJ Benn ",2008,2016,47,46,2387,1913,39,49.0512820512821,4.80854629241726,61.2051282051282,"4/18",3,0
"PT Collins ",1999,2005,30,30,1577,1212,39,31.0769230769231,4.61128725428028,40.4358974358974,"5/43",0,1
"WW Davis ",1983,1988,35,35,1923,1302,39,33.3846153846154,4.06240249609984,49.3076923076923,"7/51",0,1
"GD Elliott ",2008,2016,83,56,1302,1179,39,30.2307692307692,5.4331797235023,33.3846153846154,"4/31",1,0
"WK McCallan ",2006,2009,39,35,1804,1208,39,30.974358974359,4.01773835920177,46.2564102564103,"4/30",2,0
"H Masakadza ",2001,2019,209,85,1844,1636,39,41.9487179487179,5.32321041214751,47.2820512820513,"3/39",0,0
"TBA May ",1987,1995,47,46,2504,1772,39,45.4358974358974,4.24600638977636,64.2051282051282,"3/19",0,0
"MO Odumbe ",1996,2003,61,52,2237,1807,39,46.3333333333333,4.84666964684846,57.3589743589744,"4/38",1,0
"KW Richardson ",2013,2020,25,25,1312,1240,39,31.7948717948718,5.67073170731707,33.6410256410256,"5/68",0,1
"Akram Raza ",1989,1995,49,48,2601,1611,38,42.3947368421053,3.71626297577855,68.4473684210526,"3/18",0,0
"D Bishoo ",2011,2019,42,40,2022,1668,38,43.8947368421053,4.94955489614243,53.2105263157895,"3/30",0,0
"MG Hughes ",1988,1993,33,33,1639,1115,38,29.3421052631579,4.08175716900549,43.1315789473684,"4/44",1,0
"AJ Ireland ",2005,2007,26,26,1326,1115,38,29.3421052631579,5.04524886877828,34.8947368421053,"3/41",0,0
"Nadeem Ahmed ",2004,2018,25,25,1327,932,38,24.5263157894737,4.21401657874906,34.9210526315789,"4/26",4,0
"R Vinay Kumar ",2010,2013,31,31,1436,1423,38,37.4473684210526,5.94568245125348,37.7894736842105,"4/30",1,0
"TJ Friend ",2000,2004,51,45,1930,1779,37,48.0810810810811,5.53056994818653,52.1621621621622,"4/55",1,0
"MR Gillespie ",2006,2009,32,31,1521,1369,37,37,5.40039447731755,41.1081081081081,"4/58",1,0
"EE Hemmings ",1982,1991,33,32,1752,1294,37,34.972972972973,4.43150684931507,47.3513513513514,"4/52",1,0
"M Kartik ",2002,2007,37,36,1907,1612,37,43.5675675675676,5.07184058730991,51.5405405405405,"6/27",0,1
"KS Williamson ",2010,2020,151,65,1467,1310,37,35.4054054054054,5.35787321063395,39.6486486486486,"4/22",1,0
"HMCM Bandara ",2006,2010,31,28,1470,1232,36,34.2222222222222,5.02857142857143,40.8333333333333,"4/31",2,0
"EAE Baptiste ",1983,1990,43,43,2214,1511,36,41.9722222222222,4.09485094850949,61.5,"2/10",0,0
"MG Bevan ",1994,2004,232,67,1966,1655,36,45.9722222222222,5.05086469989827,54.6111111111111,"3/36",0,0
"JM Davison ",2003,2011,32,31,1435,1067,36,29.6388888888889,4.46132404181185,39.8611111111111,"3/15",0,0
"AIC Dodemaide ",1988,1993,24,24,1327,753,36,20.9166666666667,3.40467219291635,36.8611111111111,"5/21",1,1
"SB Doull ",1992,2000,42,42,1745,1459,36,40.5277777777778,5.01661891117479,48.4722222222222,"4/25",1,0
"GA Gooch ",1976,1995,125,60,2066,1516,36,42.1111111111111,4.4027105517909,57.3888888888889,"3/19",0,0
"S Randiv ",2009,2016,31,29,1437,1214,36,33.7222222222222,5.06889352818372,39.9166666666667,"5/42",0,1
"Khurram Chohan ",2009,2014,25,24,1186,1029,36,28.5833333333333,5.20573355817875,32.9444444444444,"5/68",3,1
"SK Raina ",2005,2018,226,101,2126,1811,36,50.3055555555556,5.11100658513641,59.0555555555556,"3/34",0,0
"I Wardlaw ",2013,2015,22,21,1108,1036,36,28.7777777777778,5.6101083032491,30.7777777777778,"4/22",2,0
"Ahmed Raza ",2014,2020,31,31,1667,1099,35,31.4,3.95560887822436,47.6285714285714,"5/26",1,1
"CJ Chibhabha ",2005,2020,104,58,1667,1615,35,46.1428571428571,5.8128374325135,47.6285714285714,"4/25",1,0
"M Hendrick ",1973,1981,22,22,1248,681,35,19.4571428571429,3.27403846153846,35.6571428571429,"5/31",2,1
